"Message",Low,"已启动生成。"
"Message",Low,"项目“Unnamed_1”(默认目标):"
"Message",Low,"正在使用工具版本“4.0”进行生成。"
"Message",Low,"来自项目“C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\IlcInternals.targets”中的目标“PrintILCStartMessage”(目标“Build”依赖于它):"
"Message",Low,"正在使用程序集“C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\ilc.exe”中的“IlcMessageTask”任务。"
"Message",Low,"任务“IlcMessageTask”"
"Message",High,"Starting .NET Native compilation"
"Message",Low,"已完成执行任务“IlcMessageTask”的操作。"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“PrintILCStartMessage”的操作。"
"Message",Low,"来自项目“C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\IlcInternals.targets”中的目标“RunGatekeeper”(目标“Build”依赖于它):"
"Message",Low,"正在使用程序集“Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”中的“WriteLinesToFile”任务。"
"Message",Low,"任务“WriteLinesToFile”"
"Message",Low,"已完成执行任务“WriteLinesToFile”的操作。"
"Message",Low,"正在使用程序集“Microsoft.Build.ILTasks”中的“StartProcessTask”任务。"
"Message",Low,"任务“StartProcessTask”"
"Message",Normal,"Launching 'C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\tools\Gatekeeper.exe @""C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\obj\x64\Release\ilc\intermediate\gkargs.rsp""'"
"Message",Low,"Microsoft (R) .NET Native Gatekeeper Version 1.0.24211.00 "
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved. "
"Message",Low," "
"Message",Low,"Checking assembly 'C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\obj\x64\Release\ilc\in\BluetoothLEClient.exe'. "
"Message",Normal,"'C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\tools\Gatekeeper.exe @""C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\obj\x64\Release\ilc\intermediate\gkargs.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |      360 |      360 |      360 |      360 | [0] Gatekeeper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       360 ms"
"Message",Normal,"System time per command: 360 ms"
"Message",Normal,"Total duration:          360 ms"
"Message",Normal,"Total lifetime:          360 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"已完成执行任务“StartProcessTask”的操作。"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“RunGatekeeper”的操作。"
"Message",Low,"来自项目“C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\IlcInternals.targets”中的目标“LogAppContextSwitches”(目标“SetMainTargetPaths”依赖于它):"
"Message",Low,"正在使用程序集“Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”中的“Message”任务。"
"Message",Low,"任务“Message”"
"Message",Normal,"AppContextSwitch: ''"
"Message",Low,"已完成执行任务“Message”的操作。"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“LogAppContextSwitches”的操作。"
"Message",Low,"来自项目“C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\IlcInternals.targets”中的目标“SetMainTargetPaths”(目标“CopyNativeExecutablesToOutput”依赖于它):"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“SetMainTargetPaths”的操作。"
"Message",Low,"由于条件的计算结果为 false，已跳过目标“GenerateFakeExe”；(!Exists('@(InputILTarget)'))的计算结果为(!Exists('C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\obj\x64\Release\ilc\in\BluetoothLEClient.exe'))。"
"Message",Low,"由于条件的计算结果为 false，已跳过目标“InjectCoreLibTypeForwards”；('$(UseSharedAssemblies)' != 'true')的计算结果为('true' != 'true')。"
"Message",Low,"来自项目“C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\IlcInternals.targets”中的目标“InjectWindowsRuntimeTypeForwards”(目标“RunILTransforms”依赖于它):"
"Message",Low,"正在使用程序集“Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”中的“MakeDir”任务。"
"Message",Low,"任务“MakeDir”"
"Message",Normal,"正在创建目录“C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\obj\x64\Release\ilc\intermediate\TransformedSRWR\”。"
"Message",Low,"已完成执行任务“MakeDir”的操作。"
"Message",Low,"正在使用程序集“Microsoft.Build.ILTasks”中的“ILTransformTask”任务。"
"Message",Low,"任务“ILTransformTask”"
"Message",Normal,"Running 'InjectWindowsRuntimeTypeForwards' transform, heap at 4 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 11 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"    72 |          7 | InjectWindowsRuntimeTypeForwards"
"Message",Normal,"    34 |          1 | WriteAssemblies"
"Message",Low,"已完成执行任务“ILTransformTask”的操作。"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“InjectWindowsRuntimeTypeForwards”的操作。"
"Message",Low,"由于条件的计算结果为 false，已跳过目标“InjectCoreLibTypeForwards”；('$(UseSharedAssemblies)' != 'true')的计算结果为('true' != 'true')。"
"Message",Low,"来自项目“C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\IlcInternals.targets”中的目标“PreResolveTransforms”(目标“RunILTransforms”依赖于它):"
"Message",Low,"正在完全生成目标“PreResolveTransforms”。"
"Message",Low,"输出文件“C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\BluetoothLEClient.exe”不存在。"
"Message",Low,"任务“MakeDir”"
"Message",Normal,"正在创建目录“C:\Users\Sean\Desktop\Windows-universal-samples-master\Samples\BluetoothLEClient\cs\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\”。"
"Message",Low,"已完成执行任务“MakeDir”的操作。"
"Message",Low,"任务“Message”"
"Message",Normal,"Running AssemblyClosureTask in PreResolveTransforms"
"Message",Low,"已完成执行任务“Message”的操作。"
"Message",Low,"正在使用程序集“Microsoft.Build.ILTasks”中的“AssemblyClosureTask”任务。"
"Message",Low,"任务“AssemblyClosureTask”"
"Message",Low,"已完成执行任务“AssemblyClosureTask”的操作。"
"Message",Low,"由于 false 条件，已跳过任务“ILTransformTask”；('@(PreResolveTransforms)' != '')计算为('' != '')。"
